File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF277VDY	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF001TDO, ENCFF317FDH, ENCFF686FNX, ENCFF792ZIP	154015	ENCODE Processing Pipeline	5e7d9db0cbef87de4528e14c15dfb940		https://www.encodeproject.org/files/ENCFF277VDY/@@download/ENCFF277VDY.bed.gz	hg19				released	s3://encode-public/2017/07/20/23580ad1-cfd8-4431-b117-24fe5769ea5e/ENCFF277VDY.bed.gz				
ENCFF792ZIP	bed narrowPeak	peaks and background as input for IDR	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF110OHA, ENCFF172BTO, ENCFF545DZO	4381457	ENCODE Processing Pipeline	1a77a8e34772bfb1b886570b27b199b9		https://www.encodeproject.org/files/ENCFF792ZIP/@@download/ENCFF792ZIP.bed.gz	hg19				released	s3://encode-public/2017/07/20/3c27ec60-0370-47a1-aebb-8e3ebc0fbb82/ENCFF792ZIP.bed.gz				
ENCFF317FDH	bed narrowPeak	peaks and background as input for IDR	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF110OHA, ENCFF172BTO, ENCFF417TCH, ENCFF545DZO	5307806	ENCODE Processing Pipeline	19115d9736cc13c2760296a8d835127a		https://www.encodeproject.org/files/ENCFF317FDH/@@download/ENCFF317FDH.bed.gz	hg19				released	s3://encode-public/2017/07/20/43eb6f3a-5b86-4a8d-8746-eb91f1ede0c3/ENCFF317FDH.bed.gz				
ENCFF354MYM	bigBed narrowPeak	conservative IDR thresholded peaks	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF528EPB	347639	ENCODE Processing Pipeline	f0551ae26c793d11e3160d87ff49036f		https://www.encodeproject.org/files/ENCFF354MYM/@@download/ENCFF354MYM.bigBed	hg19				released	s3://encode-public/2017/07/20/76f0f4b1-6402-4a1f-a37a-0241a6c6bfc0/ENCFF354MYM.bigBed				
ENCFF460UDO	bigWig	signal p-value	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF070YVD, ENCFF477ZKJ	78843675	ENCODE Processing Pipeline	5a7488956f4f9ac78152b09101111159		https://www.encodeproject.org/files/ENCFF460UDO/@@download/ENCFF460UDO.bigWig	GRCh38				released	s3://encode-public/2017/07/20/3f379c97-6ca2-4a8c-b579-268d6826ace6/ENCFF460UDO.bigWig				
ENCFF429UBV	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF234QBV	13023000	ENCODE Processing Pipeline	143f6376610f87892f397acf4ca50b82		https://www.encodeproject.org/files/ENCFF429UBV/@@download/ENCFF429UBV.bigBed	GRCh38				released	s3://encode-public/2017/07/20/cfaaee3e-e2ad-4615-b9ce-f48846a2e0f2/ENCFF429UBV.bigBed				
ENCFF490RLJ	bigWig	signal p-value	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF070YVD, ENCFF473BSK, ENCFF477ZKJ, ENCFF710SMS	185418517	ENCODE Processing Pipeline	a61420444291676ccbe68fdb487628eb		https://www.encodeproject.org/files/ENCFF490RLJ/@@download/ENCFF490RLJ.bigWig	GRCh38				released	s3://encode-public/2017/07/20/f0e8f3c1-6493-460b-a402-db161cca857c/ENCFF490RLJ.bigWig				
ENCFF262WAX	bigWig	fold change over control	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF473BSK, ENCFF477ZKJ, ENCFF710SMS	226102840	ENCODE Processing Pipeline	213848f91e5545e5b9595c038d375562		https://www.encodeproject.org/files/ENCFF262WAX/@@download/ENCFF262WAX.bigWig	GRCh38				released	s3://encode-public/2017/07/20/b58545ba-a4aa-43a4-b488-1c3c114d3808/ENCFF262WAX.bigWig				
ENCFF234QBV	bed narrowPeak	peaks and background as input for IDR	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF070YVD, ENCFF473BSK, ENCFF477ZKJ, ENCFF710SMS	5306606	ENCODE Processing Pipeline	656a052b6d430c3107717076229f5cd3		https://www.encodeproject.org/files/ENCFF234QBV/@@download/ENCFF234QBV.bed.gz	GRCh38				released	s3://encode-public/2017/07/20/56b0bd94-c11e-41d6-a383-0bc291adbb94/ENCFF234QBV.bed.gz				
ENCFF460LVD	bigBed narrowPeak	conservative IDR thresholded peaks	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF679UWZ	351438	ENCODE Processing Pipeline	f794d867826837e88bd23f87df355e72		https://www.encodeproject.org/files/ENCFF460LVD/@@download/ENCFF460LVD.bigBed	GRCh38				released	s3://encode-public/2017/07/20/3fa27c98-281f-4b36-80cc-86b05643ec8b/ENCFF460LVD.bigBed				
ENCFF597JNS	bigWig	signal p-value	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF473BSK, ENCFF477ZKJ, ENCFF710SMS	198999704	ENCODE Processing Pipeline	9143362c8a743843fef31f213a6fd8d0		https://www.encodeproject.org/files/ENCFF597JNS/@@download/ENCFF597JNS.bigWig	GRCh38				released	s3://encode-public/2017/07/20/d7d01453-9b08-4c38-a2f2-e8703910d15a/ENCFF597JNS.bigWig				
ENCFF756TZR	bigWig	fold change over control	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF070YVD, ENCFF477ZKJ	192428280	ENCODE Processing Pipeline	01272f4db346ce333a8c1bc5a94dbb6f		https://www.encodeproject.org/files/ENCFF756TZR/@@download/ENCFF756TZR.bigWig	GRCh38				released	s3://encode-public/2017/07/20/8c86bd98-9520-4b3a-bdc5-cba4e1006bed/ENCFF756TZR.bigWig				
ENCFF112DTU	bed narrowPeak	peaks and background as input for IDR	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF473BSK, ENCFF477ZKJ, ENCFF710SMS	4386985	ENCODE Processing Pipeline	78ee7ab6018562343915da06b5f295c0		https://www.encodeproject.org/files/ENCFF112DTU/@@download/ENCFF112DTU.bed.gz	GRCh38				released	s3://encode-public/2017/07/20/64fe87d6-3ac9-4625-89f0-3563dc9b7b45/ENCFF112DTU.bed.gz				
ENCFF016PPO	bed narrowPeak	peaks and background as input for IDR	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF070YVD, ENCFF477ZKJ	4329439	ENCODE Processing Pipeline	8bb822f22b9f352dd2e893302b80d30c		https://www.encodeproject.org/files/ENCFF016PPO/@@download/ENCFF016PPO.bed.gz	GRCh38				released	s3://encode-public/2017/07/20/7fb44c87-d638-4e6f-bdf4-920be586d345/ENCFF016PPO.bed.gz				
ENCFF902KWM	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1							ENCFF112DTU	10161885	ENCODE Processing Pipeline	0fb8184d30ce86bd57f9f4e6b8884e69		https://www.encodeproject.org/files/ENCFF902KWM/@@download/ENCFF902KWM.bigBed	GRCh38				released	s3://encode-public/2017/07/20/e0765d47-12bd-486c-ad10-e7a2cd4155f6/ENCFF902KWM.bigBed				
ENCFF728KTY	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				2							ENCFF016PPO	10132061	ENCODE Processing Pipeline	25d735d3179c4e9fe0b2134a0cddee1b		https://www.encodeproject.org/files/ENCFF728KTY/@@download/ENCFF728KTY.bigBed	GRCh38				released	s3://encode-public/2017/07/20/57a7d440-689d-4b6f-a313-4d34879e978c/ENCFF728KTY.bigBed				
ENCFF483PQP	bigWig	fold change over control	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF070YVD, ENCFF473BSK, ENCFF477ZKJ, ENCFF710SMS	407905806	ENCODE Processing Pipeline	574336cac8506aa71bbfa9f05c1de020		https://www.encodeproject.org/files/ENCFF483PQP/@@download/ENCFF483PQP.bigWig	GRCh38				released	s3://encode-public/2017/07/20/034ff29b-1232-42fb-a29c-abd04d316eef/ENCFF483PQP.bigWig				
ENCFF679UWZ	bed narrowPeak	conservative IDR thresholded peaks	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF016PPO, ENCFF112DTU, ENCFF234QBV, ENCFF419RSJ	146062	ENCODE Processing Pipeline	05eae9fc6a999168fabc4577bb92ef9d		https://www.encodeproject.org/files/ENCFF679UWZ/@@download/ENCFF679UWZ.bed.gz	GRCh38				released	s3://encode-public/2017/07/20/a1781e83-a4b4-4a6d-a1b3-5a6bd1e2176f/ENCFF679UWZ.bed.gz				
ENCFF514DDI	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF016PPO, ENCFF112DTU, ENCFF234QBV, ENCFF419RSJ	166606	ENCODE Processing Pipeline	e2503b1b48664f49415ce2ae99a48770		https://www.encodeproject.org/files/ENCFF514DDI/@@download/ENCFF514DDI.bed.gz	GRCh38				released	s3://encode-public/2017/07/20/dcabd2f0-4b8b-4bec-91be-0539c92e8a68/ENCFF514DDI.bed.gz				
ENCFF724AGT	bigBed narrowPeak	optimal IDR thresholded peaks	ENCSR000EAA	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										WRNIP1-human	DNA		see document	see document		False	2011-10-29	ENCODE				1, 2							ENCFF514DDI	387905	ENCODE Processing Pipeline	66e0f610b7bb3473bf3ea08fdfd46842		https://www.encodeproject.org/files/ENCFF724AGT/@@download/ENCFF724AGT.bigBed	GRCh38				released	s3://encode-public/2017/07/20/30257ddc-4a92-484c-a36a-bd0d0ce9c3f9/ENCFF724AGT.bigBed				
ENCFF001CTZ	bam	alignments	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF001CUR	1163079336	John Stamatoyannopoulos, UW	2229448ab04f30b778a2c4f07a8daf8f		https://www.encodeproject.org/files/ENCFF001CTZ/@@download/ENCFF001CTZ.bam	hg19				archived	s3://encode-public/2011/01/11/2b75f066-8309-472c-b9e2-b7f50d645cf9/ENCFF001CTZ.bam				
ENCFF001CUD	bigBed broadPeak	hotspots	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF001WFR	5645512	John Stamatoyannopoulos, UW	d298564dc00580308e9a803150d9948c		https://www.encodeproject.org/files/ENCFF001CUD/@@download/ENCFF001CUD.bigBed	hg19				archived	s3://encode-public/2011/01/11/f6d5837d-a568-4a4c-8b3d-fd7409295e00/ENCFF001CUD.broadPeak.bigbed				
ENCFF001CUE	bigBed broadPeak	hotspots	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF001WFS	5508328	John Stamatoyannopoulos, UW	edffa25c9bb522c64c034e71d7dcf7c9		https://www.encodeproject.org/files/ENCFF001CUE/@@download/ENCFF001CUE.bigBed	hg19				archived	s3://encode-public/2011/01/11/7c2d0753-e25a-4781-9f02-518f9dc46f73/ENCFF001CUE.broadPeak.bigbed				
ENCFF001CUF	bigBed narrowPeak	peaks	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF001WFT	2539514	John Stamatoyannopoulos, UW	186fbca25ba367e415e0fcd06f617b22		https://www.encodeproject.org/files/ENCFF001CUF/@@download/ENCFF001CUF.bigBed	hg19				archived	s3://encode-public/2011/01/11/39a997fd-8274-461b-b21f-98a236c4ca0e/ENCFF001CUF.narrowPeak.bigBed				
ENCFF001CUG	bigBed narrowPeak	peaks	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF001WFU	2047914	John Stamatoyannopoulos, UW	5d70215cb32dc33f90ae9f2570ec0771		https://www.encodeproject.org/files/ENCFF001CUG/@@download/ENCFF001CUG.bigBed	hg19				archived	s3://encode-public/2011/01/11/0e46a352-a92c-4c33-b207-79158497c852/ENCFF001CUG.narrowPeak.bigBed				
ENCFF001CUH	bigWig	raw signal	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF001CTZ	166431069	John Stamatoyannopoulos, UW	d264b15739c1865a837002938f9a04b0		https://www.encodeproject.org/files/ENCFF001CUH/@@download/ENCFF001CUH.bigWig	hg19				archived	s3://encode-public/2011/01/11/5995276d-99d7-49d9-99e7-f46819abc222/ENCFF001CUH.bigWig				
ENCFF001CUI	bam	alignments	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF001CWQ	1005843876	John Stamatoyannopoulos, UW	439f8899dfa2d393038e4be80dd08405		https://www.encodeproject.org/files/ENCFF001CUI/@@download/ENCFF001CUI.bam	hg19				archived	s3://encode-public/2011/01/11/bde03f55-2766-4f1a-b1d9-83d55fe56f67/ENCFF001CUI.bam				
ENCFF001CUJ	bigWig	raw signal	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF001CUI	160037552	John Stamatoyannopoulos, UW	655f4c76a6f5456f7b6f4cd1396f849f		https://www.encodeproject.org/files/ENCFF001CUJ/@@download/ENCFF001CUJ.bigWig	hg19				archived	s3://encode-public/2011/01/11/b2243014-c085-41c2-acab-7c120751b803/ENCFF001CUJ.bigWig				
ENCFF001CUR	fastq	reads	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1	1	36		single-ended				1509668312	John Stamatoyannopoulos, UW	9e0b4b92c693579dd9fb2cca39019857		https://www.encodeproject.org/files/ENCFF001CUR/@@download/ENCFF001CUR.fastq.gz			Illumina Genome Analyzer II		released	s3://encode-public/2011/01/11/30d4f42a-0343-4499-b25e-509fdf8310d2/ENCFF001CUR.fastq.gz				
ENCFF001CWQ	fastq	reads	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2	1	36		single-ended				5851547918	John Stamatoyannopoulos, UW	a4ae719b9019f1f77572c9efb139bba7		https://www.encodeproject.org/files/ENCFF001CWQ/@@download/ENCFF001CWQ.fastq.gz			Illumina Genome Analyzer I		released	s3://encode-public/2011/01/11/1818aea5-3ab4-4655-933b-800541431a11/ENCFF001CWQ.fastq.gz				
ENCFF001WFR	bed broadPeak	hotspots	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF001CTZ	3862804	John Stamatoyannopoulos, UW	e3881a82973797b24ccf6a650f9fcaab		https://www.encodeproject.org/files/ENCFF001WFR/@@download/ENCFF001WFR.bed.gz	hg19				archived	s3://encode-public/2011/01/11/ae045a25-070d-471a-9598-025df1faa5b5/ENCFF001WFR.broadPeak.gz				
ENCFF001WFS	bed broadPeak	hotspots	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF001CUI	3548626	John Stamatoyannopoulos, UW	77e5ba4251405b97c54ba4a3a9e57b0c		https://www.encodeproject.org/files/ENCFF001WFS/@@download/ENCFF001WFS.bed.gz	hg19				archived	s3://encode-public/2011/01/11/24588ba9-73d3-42f7-8427-b476359bd868/ENCFF001WFS.broadPeak.gz				
ENCFF001WFT	bed narrowPeak	peaks	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF001CTZ	1456945	John Stamatoyannopoulos, UW	c3cc66778b172bff8d991a77765f5698		https://www.encodeproject.org/files/ENCFF001WFT/@@download/ENCFF001WFT.bed.gz	hg19				archived	s3://encode-public/2011/01/11/0eb08920-6687-4b99-b3df-fae22db0f040/ENCFF001WFT.narrowPeak.gz				
ENCFF001WFU	bed narrowPeak	peaks	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF001CUI	1376431	John Stamatoyannopoulos, UW	cbad587229a297f936ddc0c31aa3613c		https://www.encodeproject.org/files/ENCFF001WFU/@@download/ENCFF001WFU.bed.gz	hg19				archived	s3://encode-public/2011/01/11/4cab2160-bebc-4174-8456-1adcd31db4b4/ENCFF001WFU.narrowPeak.gz				
ENCFF668AIW	bed bed3+	enrichment	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF593WBR, ENCFF967OQF	61660318	ENCODE Processing Pipeline	6782b602e6917065d963dd59601876de		https://www.encodeproject.org/files/ENCFF668AIW/@@download/ENCFF668AIW.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/383b8504-c0f1-4610-8718-657e349a46fb/ENCFF668AIW.bed.gz				
ENCFF828AUX	bed broadPeak	hotspots	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF593WBR, ENCFF967OQF	840552	ENCODE Processing Pipeline	1059f98b08175aa4911679d565a5dd70		https://www.encodeproject.org/files/ENCFF828AUX/@@download/ENCFF828AUX.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/2071496b-b120-4d04-bb78-abf92319c450/ENCFF828AUX.bed.gz				
ENCFF598KWZ	bed narrowPeak	peaks	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF593WBR, ENCFF967OQF	561767	ENCODE Processing Pipeline	02802ecaf3d6a6d7891f2816bdd42421		https://www.encodeproject.org/files/ENCFF598KWZ/@@download/ENCFF598KWZ.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/708042b5-7aa0-42c9-8a14-548362365f38/ENCFF598KWZ.bed.gz				
ENCFF773GRN	bigBed narrowPeak	peaks	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF593WBR, ENCFF967OQF	771387	ENCODE Processing Pipeline	889a6f9a764cf71610e698ab12e61e9d		https://www.encodeproject.org/files/ENCFF773GRN/@@download/ENCFF773GRN.bigBed	GRCh38				released	s3://encode-public/2018/05/04/0caa5348-4cb4-40af-bbc4-f6267e54202c/ENCFF773GRN.bigBed				
ENCFF934ZGV	bigBed broadPeak	hotspots	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF593WBR, ENCFF967OQF	1274912	ENCODE Processing Pipeline	e1c3e6d243e0ef6b67be63eec4a84bc9		https://www.encodeproject.org/files/ENCFF934ZGV/@@download/ENCFF934ZGV.bigBed	GRCh38				released	s3://encode-public/2018/05/04/ead638a1-b9c7-45f2-b9ef-37267e52b14a/ENCFF934ZGV.bigBed				
ENCFF252WLQ	bed bed3+	enrichment	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF658WKQ, ENCFF967OQF	98907542	ENCODE Processing Pipeline	c89c5313fa40f3e78ca05d735f5bebcf		https://www.encodeproject.org/files/ENCFF252WLQ/@@download/ENCFF252WLQ.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/f728d787-a64c-41a1-b6fe-116a3714e64e/ENCFF252WLQ.bed.gz				
ENCFF452DZE	bed broadPeak	hotspots	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF658WKQ, ENCFF967OQF	1193212	ENCODE Processing Pipeline	ff8911fcd37172e9586a61c9cf1e7367		https://www.encodeproject.org/files/ENCFF452DZE/@@download/ENCFF452DZE.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/ed48fc93-e25c-4c58-abaa-49b667ba3744/ENCFF452DZE.bed.gz				
ENCFF073ORT	bed narrowPeak	peaks	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF658WKQ, ENCFF967OQF	779359	ENCODE Processing Pipeline	41fe6b32df0fe598fa1decf1b04a0c5c		https://www.encodeproject.org/files/ENCFF073ORT/@@download/ENCFF073ORT.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/d0e09676-f7fc-4160-b9b1-16eedd341260/ENCFF073ORT.bed.gz				
ENCFF963JXP	bigBed narrowPeak	peaks	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF658WKQ, ENCFF967OQF	1007086	ENCODE Processing Pipeline	142afb99f3ae46e7a401499883563739		https://www.encodeproject.org/files/ENCFF963JXP/@@download/ENCFF963JXP.bigBed	GRCh38				released	s3://encode-public/2018/05/04/220674ab-c98f-4ff8-aaea-2dcb1e175a9b/ENCFF963JXP.bigBed				
ENCFF285FMT	bigBed broadPeak	hotspots	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF658WKQ, ENCFF967OQF	1681963	ENCODE Processing Pipeline	100bdbc186316060fc206cc8589aa915		https://www.encodeproject.org/files/ENCFF285FMT/@@download/ENCFF285FMT.bigBed	GRCh38				released	s3://encode-public/2018/05/04/f900ef48-ce71-42f8-a2da-538b424b01fe/ENCFF285FMT.bigBed				
ENCFF589VWC	bed bed3+	enrichment	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF390DNP, ENCFF775ZJX	61516650	ENCODE Processing Pipeline	e67618a9e62c9416cf59dc91b119c53d		https://www.encodeproject.org/files/ENCFF589VWC/@@download/ENCFF589VWC.bed.gz	hg19				released	s3://encode-public/2018/05/14/52316206-ea03-49e4-b531-6694da2ec310/ENCFF589VWC.bed.gz				
ENCFF491BOT	bed broadPeak	hotspots	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF390DNP, ENCFF775ZJX	839413	ENCODE Processing Pipeline	63dbb4d1004597b91816420e66e20f51		https://www.encodeproject.org/files/ENCFF491BOT/@@download/ENCFF491BOT.bed.gz	hg19				released	s3://encode-public/2018/05/14/0238741f-b961-4824-9b6b-a13f63e9b53e/ENCFF491BOT.bed.gz				
ENCFF097LEF	bed narrowPeak	peaks	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF390DNP, ENCFF775ZJX	561316	ENCODE Processing Pipeline	68f6089d68fbb05f5f888a0d2f2d7329		https://www.encodeproject.org/files/ENCFF097LEF/@@download/ENCFF097LEF.bed.gz	hg19				released	s3://encode-public/2018/05/14/325dafc3-3296-449c-9bce-a62e91e8c752/ENCFF097LEF.bed.gz				
ENCFF566PVG	bigBed narrowPeak	peaks	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF390DNP, ENCFF775ZJX	770153	ENCODE Processing Pipeline	c59b811f66571aace02179bbed87d469		https://www.encodeproject.org/files/ENCFF566PVG/@@download/ENCFF566PVG.bigBed	hg19				released	s3://encode-public/2018/05/14/a7556c69-12df-4d23-ac08-c6c2970f0488/ENCFF566PVG.bigBed				
ENCFF395COD	bigBed broadPeak	hotspots	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF390DNP, ENCFF775ZJX	1272047	ENCODE Processing Pipeline	a342970332c380a083a6208ece4a33ee		https://www.encodeproject.org/files/ENCFF395COD/@@download/ENCFF395COD.bigBed	hg19				released	s3://encode-public/2018/05/14/27e83224-f4e1-46cd-aa73-5d014d3ea94f/ENCFF395COD.bigBed				
ENCFF149PUC	bed bed3+	enrichment	ENCSR000EMT	DNase-seq	EFO:0002784	GM12878	cell line	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF390DNP, ENCFF783ZLL	98726943	ENCODE Processing Pipeline	b52ca325a904fc3d98273783313ed81c		https://www.encodeproject.org/files/ENCFF149PUC/@@download/ENCFF149PUC.bed.gz	hg19				released	s3://encode-public/2018/05/14/36cb0d71-b7e0-4fc3-ab58-c99b7ae89de3/ENCFF149PUC.bed.gz				
